http://autoglassinsanantonio.com/,90,0,info@autoglassinsanantonio.com
https://www.a1autotransport.com/,130,20,info@a1autotransport.com
https://regionalhelpwanted.com/,108,14,eric@regionalhelpwanted.com;dale@regionalhelpwanted.com;james.mann@lacapitale.com
http://linktown.kens5.com/,80,0,stevencbenke@yahoo.com;timothy.stidhem@yahoo.com;michaudjs82@yahoo.com;kiko0311@aol.com;tseabert@gmail.com
http://www.snagajob.com/,90,0,username@example.com;info@snagajob.com;lauren.dyke@snagajob.com;nagajob@affiliatemanager.com;compliance@snagajob.com;egal@snagajob.com
https://www.geico.com/,116,18,overseas@geico.com
https://www.progressive.com/,80,0,phishing@email.progressive.com;securityconcern@email.progressive.com;media@progressive.com;ibel@progressive.com;cmp_supplier_support@progressive.com;isuppliersupport@progressive.com;corp_supplier_support@progressive.com
https://www.ihireautomotiveprofessionals.com/,80,0,jerrysautobody1991@gmail.com;customerservice@ihire.com
http://www.yelp.com/,80,0,//s3-media4.fl.yelpcdn.com/assets/2/www/img/434a0c97b379/loaders/small-throbber@2x.gif;//s3-media4.fl.yelpcdn.com/assets/srv0/yelp_styleguide/cb6f6453c924/assets/img/stars/stars_map@2x.png;//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/a9ab7dc4cbe8/assets/img/stars/stars_map_gray@2x.png;//s3-media4.fl.yelpcdn.com/assets/2/www/img/c1d0c114a08f/ico/stars/v2/stars_map_30x30@2x.png;//s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/108a292eb634/assets/img/structural/header_stars@2x.png;press@yelp.com;//s3-media2.fl.yelpcdn.com/assets/2/www/img/63e0e17c0579/ico/yelp_map/annotation_star_highlighted@2x.png;//s3-media2.fl.yelpcdn.com/assets/2/www/img/7ffd8e34c576/ico/yelp_map/annotation_star@2x.png
http://homeinspectionallstar.com/,90,0,sanantonio@homeinspectionallstar.com
https://local.yahoo.com/,90,0,mona.kabbani@gmail.com;giovannis@giovannisnypizza.com;info@breakthroughpt.com;clinic0671@massageenvy.com;555-555-0199@example.com;s.sunnyvale@yahoo.com;sandium@sbcglobal.net
http://www.sanantonio-company.com/,100,5,tone@tonedhomes.com;johnny@tonedhomes.com
https://www.pinterest.com/,80,0,webapp/style/app/common/images/people/person_1@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_1@2x-f474004d.png;webapp/style/app/common/images/people/person_2@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_2@2x-6ef1dc6f.png;webapp/style/app/common/images/people/person_3@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_3@2x-add2045c.png;webapp/style/app/common/images/people/person_4@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_4@2x-c14402f2.png;webapp/style/app/common/images/people/person_5@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_5@2x-22b86dfe.png;webapp/style/app/common/images/people/person_7@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_7@2x-03556356.png;webapp/style/app/common/images/people/person_6@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_6@2x-42876fe7.png;webapp/style/app/common/images/people/person_8@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_8@2x-85d598e7.png;webapp/style/app/common/images/people/person_9@2x.png;//s-passets-cache-ak0.pinimg.com/webapp/style/app/common/images/people/person_9@2x-f1d1a775.png
http://www.yellowpages.com/,146,28,xyz@abc.com
http://www.superpages.com/,90,0,dmcanotices@dexmedia.com
http://www.materapaper.com/,140,25,info@materapaper.com
http://www.movers.com/,80,0,unsubscribe@movers.com;ds@movers.com;ads@movers.com
http://www.deanbell.com/,90,0,deanbell@satx.rr.com
https://www.deweyspools.com/,90,0,contact@deweyspools.com
https://myaccount.expressnews.com/,90,0,newspaper@mail.com
http://www.expressnews.com/,170,40,mknoop@express-news.net;news@mysanantonio.com;newslibrary@newsbank.com;feedback@express-news.net;ipadsupport@mysa.com;citydesk@express-news.net;rseltzer@express-news.net;letters@express-news.net;circulation@express-news.net
